sample_index,t_s,recv_latency_ms,sequence_number,sample_counter,status,fx_n,fy_n,fz_n,tx_nm,ty_nm,tz_nm,fx_raw,fy_raw,fz_raw,tx_raw,ty_raw,tz_raw
349,1.400286458,0.000000,350,8142,0,0.20000000,3.02000000,-25.44000000,0.02400000,-0.08000000,0.07000000,2000,30200,-254400,2400,-8000,7000
350,1.404294265,0.000000,351,8146,0,0.20000000,3.02000000,-25.33000000,0.02500000,-0.08000000,0.07000000,2000,30200,-253300,2500,-8000,7000
351,1.408287875,0.000000,352,8150,0,0.17000000,3.04000000,-25.24000000,0.02300000,-0.08100000,0.07100000,1700,30400,-252400,2300,-8100,7100
352,1.412296693,0.000000,353,8154,0,0.19000000,3.05000000,-25.10000000,0.01799000,-0.08600000,0.07300000,1900,30500,-251000,1799,-8600,7300
353,1.416306203,0.000000,354,8158,0,0.18000000,3.05000000,-25.20990000,0.01899000,-0.08500000,0.07300000,1800,30500,-252099,1899,-8500,7300
354,1.420311195,0.000000,355,8162,0,0.18000000,3.03000000,-25.24000000,0.02100000,-0.08300000,0.07300000,1800,30300,-252400,2100,-8300,7300
355,1.424305837,0.000000,356,8166,0,0.21000000,3.06000000,-25.18000000,0.01700000,-0.08600000,0.07400000,2100,30600,-251800,1700,-8600,7400
356,1.428310207,0.000000,357,8170,0,0.23000000,3.07000000,-25.07000000,0.01500000,-0.09000000,0.07599000,2300,30700,-250700,1500,-9000,7599
357,1.432319567,0.000000,358,8174,0,0.22000000,3.07000000,-24.95990000,0.01600000,-0.08900000,0.07500000,2200,30700,-249599,1600,-8900,7500
358,1.436320450,0.000000,359,8178,0,0.21000000,3.07000000,-25.08000000,0.01799000,-0.08600000,0.07300000,2100,30700,-250800,1799,-8600,7300
359,1.440313249,0.000000,360,8182,0,0.22000000,3.06000000,-25.22000000,0.01899000,-0.08400000,0.07199000,2200,30600,-252200,1899,-8400,7199
360,1.444355180,0.000000,361,8186,0,0.22000000,3.03000000,-25.18000000,0.01799000,-0.08800000,0.07400000,2200,30300,-251800,1799,-8800,7400
361,1.448348399,0.000000,362,8190,0,0.22000000,3.06000000,-25.19000000,0.01600000,-0.08700000,0.07400000,2200,30600,-251900,1600,-8700,7400
362,1.452339294,0.000000,363,8194,0,0.23000000,3.08000000,-25.32000000,0.01799000,-0.08600000,0.07300000,2300,30800,-253200,1799,-8600,7300
363,1.456347241,0.000000,364,8198,0,0.18000000,3.06000000,-25.23000000,0.02100000,-0.08200000,0.07100000,1800,30600,-252300,2100,-8200,7100
364,1.460324240,0.000000,365,8202,0,0.18000000,3.05000000,-25.20000000,0.02100000,-0.08300000,0.07199000,1800,30500,-252000,2100,-8300,7199
365,1.464347646,0.000000,366,8206,0,0.25000000,3.06000000,-25.27000000,0.01799000,-0.08800000,0.07400000,2500,30600,-252700,1799,-8800,7400
366,1.468347087,0.000000,367,8210,0,0.23000000,3.05000000,-25.44000000,0.02200000,-0.08400000,0.07199000,2300,30500,-254400,2200,-8400,7199
367,1.472353101,0.000000,368,8214,0,0.26000000,3.02000000,-25.50000000,0.02100000,-0.08600000,0.07199000,2600,30200,-255000,2100,-8600,7199
368,1.476352031,0.000000,369,8218,0,0.28000000,3.04000000,-25.44000000,0.02000000,-0.08600000,0.07300000,2800,30400,-254400,2000,-8600,7300
369,1.480354968,0.000000,370,8222,0,0.24000000,3.02000000,-25.31000000,0.02100000,-0.08400000,0.07300000,2400,30200,-253100,2100,-8400,7300
370,1.484356764,0.000000,371,8226,0,0.19000000,2.98000000,-25.23000000,0.02400000,-0.08300000,0.07199000,1900,29800,-252300,2400,-8300,7199
371,1.488358850,0.000000,372,8230,0,0.23000000,3.01000000,-25.25000000,0.02000000,-0.08600000,0.07400000,2300,30100,-252500,2000,-8600,7400
372,1.492356408,0.000000,373,8234,0,0.24000000,3.03000000,-25.20000000,0.01600000,-0.08900000,0.07599000,2400,30300,-252000,1600,-8900,7599
373,1.496366479,0.000000,374,8238,0,0.19000000,3.00000000,-25.06000000,0.02200000,-0.08400000,0.07400000,1900,30000,-250600,2200,-8400,7400
374,1.500370969,0.000000,375,8242,0,0.22000000,3.03000000,-25.12990000,0.01899000,-0.08500000,0.07300000,2200,30300,-251299,1899,-8500,7300
375,1.504361133,0.000000,376,8246,0,0.22000000,3.04000000,-25.18000000,0.01799000,-0.08500000,0.07300000,2200,30400,-251800,1799,-8500,7300
376,1.508375211,0.000000,377,8250,0,0.20000000,3.05000000,-25.12000000,0.01600000,-0.08500000,0.07400000,2000,30500,-251200,1600,-8500,7400
377,1.512368992,0.000000,378,8254,0,0.17000000,3.00000000,-25.19000000,0.02000000,-0.08200000,0.07199000,1700,30000,-251900,2000,-8200,7199
378,1.516378542,0.000000,379,8258,0,0.15000000,2.99000000,-25.34000000,0.02600000,-0.07800000,0.07000000,1500,29900,-253400,2600,-7800,7000
379,1.520385727,0.000000,380,8262,0,0.18000000,3.02000000,-25.09000000,0.01799000,-0.08600000,0.07400000,1800,30200,-250900,1799,-8600,7400
380,1.524383385,0.000000,381,8266,0,0.15000000,3.00000000,-25.26000000,0.02500000,-0.07900000,0.07000000,1500,30000,-252600,2500,-7900,7000
381,1.528381073,0.000000,382,8270,0,0.18000000,3.04000000,-25.34000000,0.02300000,-0.08100000,0.07100000,1800,30400,-253400,2300,-8100,7100
382,1.532389340,0.000000,383,8274,0,0.20000000,3.04000000,-25.33000000,0.02100000,-0.08400000,0.07300000,2000,30400,-253300,2100,-8400,7300
383,1.536395794,0.000000,384,8278,0,0.18000000,3.02000000,-25.25000000,0.02400000,-0.08200000,0.07199000,1800,30200,-252500,2400,-8200,7199
384,1.540406978,0.000000,385,8282,0,0.11000000,3.01000000,-25.14000000,0.02900000,-0.07800000,0.07000000,1100,30100,-251400,2900,-7800,7000
385,1.544400177,0.000000,386,8286,0,0.12000000,3.00000000,-25.17000000,0.02700000,-0.08000000,0.07100000,1200,30000,-251700,2700,-8000,7100
386,1.548413484,0.000000,387,8290,0,0.09000000,2.98000000,-25.10000000,0.02700000,-0.08000000,0.07100000,900,29800,-251000,2700,-8000,7100
387,1.552414959,0.000000,388,8294,0,0.12000000,3.00000000,-25.22000000,0.02600000,-0.08000000,0.07100000,1200,30000,-252200,2600,-8000,7100
388,1.556403139,0.000000,389,8298,0,0.09000000,2.98000000,-25.26000000,0.03000000,-0.07700000,0.06900000,900,29800,-252600,3000,-7700,6900
389,1.560420964,0.000000,390,8302,0,0.13000000,3.03000000,-25.14000000,0.02400000,-0.08000000,0.07100000,1300,30300,-251400,2400,-8000,7100
390,1.564416087,0.000000,391,8306,0,0.17000000,3.03000000,-25.06000000,0.02100000,-0.08400000,0.07199000,1700,30300,-250600,2100,-8400,7199
391,1.568414567,0.000000,392,8310,0,0.18000000,3.03000000,-25.28000000,0.02400000,-0.08000000,0.07000000,1800,30300,-252800,2400,-8000,7000
392,1.572425509,0.000000,393,8314,0,0.19000000,3.06000000,-25.25000000,0.02100000,-0.08200000,0.07199000,1900,30600,-252500,2100,-8200,7199
393,1.576429769,0.000000,394,8318,0,0.17000000,3.04000000,-25.31000000,0.02300000,-0.07800000,0.07000000,1700,30400,-253100,2300,-7800,7000
394,1.580427647,0.000000,395,8322,0,0.16000000,3.02000000,-25.37000000,0.02400000,-0.07800000,0.06900000,1600,30200,-253700,2400,-7800,6900
395,1.584443990,0.000000,396,8326,0,0.18000000,3.02000000,-25.42000000,0.02400000,-0.07800000,0.06900000,1800,30200,-254200,2400,-7800,6900
396,1.588440616,0.000000,397,8330,0,0.16000000,3.01000000,-25.26000000,0.02500000,-0.07900000,0.06900000,1600,30100,-252600,2500,-7900,6900
397,1.592452981,0.000000,398,8334,0,0.15000000,3.02000000,-25.11000000,0.02400000,-0.07900000,0.07000000,1500,30200,-251100,2400,-7900,7000
398,1.596439047,0.000000,399,8338,0,0.22000000,3.06000000,-25.15000000,0.01799000,-0.08500000,0.07300000,2200,30600,-251500,1799,-8500,7300
399,1.600449920,0.000000,400,8342,0,0.22000000,3.04000000,-25.12990000,0.01700000,-0.08700000,0.07400000,2200,30400,-251299,1700,-8700,7400
400,1.604449110,0.000000,401,8346,0,0.16000000,3.01000000,-24.99000000,0.01700000,-0.08700000,0.07500000,1600,30100,-249900,1700,-8700,7500
401,1.608452669,0.000000,402,8350,0,0.16000000,3.01000000,-25.07000000,0.02300000,-0.08200000,0.07100000,1600,30100,-250700,2300,-8200,7100
402,1.612458272,0.000000,403,8354,0,0.16000000,2.97000000,-25.17000000,0.02700000,-0.08000000,0.06800000,1600,29700,-251700,2700,-8000,6800
403,1.616455008,0.000000,404,8358,0,0.22000000,3.00000000,-25.11000000,0.02200000,-0.08600000,0.07199000,2200,30000,-251100,2200,-8600,7199
404,1.620455300,0.000000,405,8362,0,0.24000000,3.02000000,-25.10000000,0.01799000,-0.08900000,0.07400000,2400,30200,-251000,1799,-8900,7400
405,1.624479067,0.000000,406,8366,0,0.22000000,3.01000000,-25.23000000,0.02100000,-0.08400000,0.07199000,2200,30100,-252300,2100,-8400,7199
406,1.628475132,0.000000,407,8370,0,0.21000000,3.01000000,-25.20990000,0.02200000,-0.08200000,0.07199000,2100,30100,-252099,2200,-8200,7199
407,1.632477478,0.000000,408,8374,0,0.18000000,2.98000000,-25.16000000,0.02300000,-0.08200000,0.07199000,1800,29800,-251600,2300,-8200,7199
408,1.636492228,0.000000,409,8378,0,0.17000000,3.01000000,-25.12990000,0.02200000,-0.08300000,0.07199000,1700,30100,-251299,2200,-8300,7199
409,1.640504192,0.000000,410,8382,0,0.22000000,3.08000000,-25.20000000,0.01700000,-0.08700000,0.07400000,2200,30800,-252000,1700,-8700,7400
410,1.644495809,0.000000,411,8386,0,0.18000000,3.03000000,-25.07000000,0.02000000,-0.08500000,0.07400000,1800,30300,-250700,2000,-8500,7400
411,1.648497685,0.000000,412,8390,0,0.18000000,3.02000000,-25.05000000,0.02200000,-0.08500000,0.07300000,1800,30200,-250500,2200,-8500,7300
412,1.652510381,0.000000,413,8394,0,0.22000000,3.04000000,-25.14000000,0.01899000,-0.08800000,0.07500000,2200,30400,-251400,1899,-8800,7500
413,1.656504001,0.000000,414,8398,0,0.21000000,3.00000000,-25.33000000,0.02400000,-0.08400000,0.07199000,2100,30000,-253300,2400,-8400,7199
414,1.660504684,0.000000,415,8402,0,0.17000000,2.99000000,-25.27000000,0.02700000,-0.08100000,0.07100000,1700,29900,-252700,2700,-8100,7100
415,1.664550812,0.000000,416,8406,0,0.19000000,3.01000000,-25.01000000,0.01899000,-0.08700000,0.07400000,1900,30100,-250100,1899,-8700,7400
416,1.668521109,0.000000,417,8410,0,0.19000000,3.01000000,-24.91000000,0.01799000,-0.08800000,0.07500000,1900,30100,-249100,1799,-8800,7500
417,1.672516573,0.000000,418,8414,0,0.14000000,2.98000000,-25.04000000,0.02400000,-0.08100000,0.07100000,1400,29800,-250400,2400,-8100,7100
418,1.676512878,0.000000,419,8418,0,0.11000000,2.99000000,-25.14000000,0.02500000,-0.07700000,0.07000000,1100,29900,-251400,2500,-7700,7000
419,1.680503442,0.000000,420,8422,0,0.11000000,2.98000000,-25.07000000,0.02400000,-0.08000000,0.07100000,1100,29800,-250700,2400,-8000,7100
420,1.684512561,0.000000,421,8426,0,0.16000000,3.01000000,-25.08000000,0.01899000,-0.08400000,0.07300000,1600,30100,-250800,1899,-8400,7300
421,1.688509999,0.000000,422,8430,0,0.17000000,3.03000000,-25.17000000,0.02100000,-0.08300000,0.07300000,1700,30300,-251700,2100,-8300,7300
422,1.692517264,0.000000,423,8434,0,0.18000000,3.02000000,-25.25000000,0.02200000,-0.08100000,0.07100000,1800,30200,-252500,2200,-8100,7100
423,1.696518279,0.000000,424,8438,0,0.21000000,3.07000000,-25.17000000,0.01600000,-0.08600000,0.07400000,2100,30700,-251700,1600,-8600,7400
424,1.700519223,0.000000,425,8442,0,0.23000000,3.07000000,-25.20000000,0.01300000,-0.08900000,0.07500000,2300,30700,-252000,1300,-8900,7500
425,1.704522611,0.000000,426,8446,0,0.26000000,3.06000000,-25.18000000,0.01100000,-0.09100000,0.07599000,2600,30600,-251800,1100,-9100,7599
426,1.708525568,0.000000,427,8450,0,0.24000000,3.07000000,-25.12000000,0.01200000,-0.09000000,0.07599000,2400,30700,-251200,1200,-9000,7599
427,1.712555887,0.000000,428,8454,0,0.32000000,3.10990000,-25.17000000,0.00500000,-0.09600000,0.07900000,3200,31099,-251700,500,-9600,7900
428,1.716536643,0.000000,429,8458,0,0.32000000,3.10990000,-25.09000000,0.00500000,-0.09800000,0.08000000,3200,31099,-250900,500,-9800,8000
429,1.720539812,0.000000,430,8462,0,0.27000000,3.09000000,-25.22000000,0.01300000,-0.09200000,0.07700000,2700,30900,-252200,1300,-9200,7700
430,1.724557076,0.000000,431,8466,0,0.22000000,3.07000000,-25.16000000,0.01700000,-0.08700000,0.07500000,2200,30700,-251600,1700,-8700,7500
431,1.728552319,0.000000,432,8470,0,0.17000000,3.05000000,-25.31000000,0.02500000,-0.08000000,0.07000000,1700,30500,-253100,2500,-8000,7000
432,1.732560847,0.000000,433,8474,0,0.22000000,3.03000000,-25.35000000,0.02100000,-0.08400000,0.07199000,2200,30300,-253500,2100,-8400,7199
433,1.736555479,0.000000,434,8478,0,0.21000000,3.04000000,-25.42000000,0.02200000,-0.08300000,0.07100000,2100,30400,-254200,2200,-8300,7100
434,1.740547015,0.000000,435,8482,0,0.21000000,3.02000000,-25.34000000,0.02100000,-0.08300000,0.07100000,2100,30200,-253400,2100,-8300,7100
435,1.744636275,0.000000,436,8486,0,0.15000000,2.99000000,-25.17000000,0.02500000,-0.07900000,0.07000000,1500,29900,-251700,2500,-7900,7000
436,1.748553392,0.000000,437,8490,0,0.18000000,3.00000000,-25.41000000,0.02500000,-0.07900000,0.06900000,1800,30000,-254100,2500,-7900,6900
437,1.752558985,0.000000,438,8494,0,0.22000000,3.04000000,-25.42000000,0.02000000,-0.08300000,0.07199000,2200,30400,-254200,2000,-8300,7199
438,1.756660196,0.000000,439,8498,0,0.23000000,3.04000000,-25.45990000,0.01799000,-0.08400000,0.07400000,2300,30400,-254599,1799,-8400,7400
439,1.760699892,0.000000,440,8502,0,0.27000000,3.03000000,-25.45000000,0.01899000,-0.08600000,0.07300000,2700,30300,-254500,1899,-8600,7300
440,1.764652075,0.000000,441,8506,0,0.25000000,3.03000000,-25.35000000,0.02000000,-0.08500000,0.07300000,2500,30300,-253500,2000,-8500,7300
441,1.768699516,0.000000,442,8510,0,0.25000000,3.07000000,-25.24000000,0.01799000,-0.08600000,0.07400000,2500,30700,-252400,1799,-8600,7400
442,1.772579093,0.000000,443,8514,0,0.25000000,3.06000000,-25.29000000,0.01899000,-0.08600000,0.07400000,2500,30600,-252900,1899,-8600,7400
443,1.776693900,0.000000,444,8518,0,0.22000000,3.04000000,-25.18000000,0.02000000,-0.08500000,0.07300000,2200,30400,-251800,2000,-8500,7300
444,1.780651733,0.000000,445,8522,0,0.22000000,3.02000000,-25.27000000,0.02100000,-0.08400000,0.07199000,2200,30200,-252700,2100,-8400,7199
445,1.784700656,0.000000,446,8526,0,0.21000000,3.02000000,-25.37990000,0.02400000,-0.08100000,0.07100000,2100,30200,-253799,2400,-8100,7100
446,1.788659231,0.000000,447,8530,0,0.23000000,3.03000000,-25.19000000,0.01799000,-0.08700000,0.07500000,2300,30300,-251900,1799,-8700,7500
447,1.792719235,0.000000,448,8534,0,0.16000000,3.00000000,-25.10000000,0.02200000,-0.08300000,0.07199000,1600,30000,-251000,2200,-8300,7199
448,1.796661530,0.000000,449,8538,0,0.22000000,3.05000000,-25.28000000,0.01899000,-0.08500000,0.07300000,2200,30500,-252800,1899,-8500,7300
449,1.800708500,0.000000,450,8542,0,0.21000000,3.05000000,-25.19000000,0.01799000,-0.08600000,0.07400000,2100,30500,-251900,1799,-8600,7400
450,1.804691821,0.000000,451,8546,0,0.13000000,3.00000000,-25.20000000,0.02600000,-0.07900000,0.07100000,1300,30000,-252000,2600,-7900,7100
451,1.808734322,0.000000,452,8550,0,0.16000000,3.02000000,-25.20990000,0.02400000,-0.08000000,0.07100000,1600,30200,-252099,2400,-8000,7100
452,1.812682677,0.000000,453,8554,0,0.19000000,3.02000000,-25.37000000,0.02300000,-0.08100000,0.07100000,1900,30200,-253700,2300,-8100,7100
453,1.816744806,0.000000,454,8558,0,0.27000000,3.02000000,-25.45990000,0.01899000,-0.08500000,0.07300000,2700,30200,-254599,1899,-8500,7300
454,1.820686058,0.000000,455,8562,0,0.19000000,3.00000000,-25.45990000,0.02500000,-0.07900000,0.07000000,1900,30000,-254599,2500,-7900,7000
455,1.824773143,0.000000,456,8566,0,0.16000000,3.00000000,-25.28000000,0.02500000,-0.08000000,0.07000000,1600,30000,-252800,2500,-8000,7000
456,1.828706150,0.000000,457,8570,0,0.14000000,2.97000000,-25.23000000,0.02800000,-0.07800000,0.06900000,1400,29700,-252300,2800,-7800,6900
457,1.832751036,0.000000,458,8574,0,0.13000000,3.02000000,-25.34000000,0.02700000,-0.07800000,0.06900000,1300,30200,-253400,2700,-7800,6900
458,1.836709310,0.000000,459,8578,0,0.18000000,3.05000000,-25.47000000,0.02300000,-0.08100000,0.07000000,1800,30500,-254700,2300,-8100,7000
459,1.840750249,0.000000,460,8582,0,0.19000000,3.03000000,-25.41000000,0.02300000,-0.08200000,0.07000000,1900,30300,-254100,2300,-8200,7000
460,1.844708853,0.000000,461,8586,0,0.20000000,3.06000000,-25.27000000,0.01899000,-0.08400000,0.07199000,2000,30600,-252700,1899,-8400,7199
461,1.848745284,0.000000,462,8590,0,0.22000000,3.08000000,-25.28000000,0.01700000,-0.08300000,0.07100000,2200,30800,-252800,1700,-8300,7100
462,1.852704981,0.000000,463,8594,0,0.24000000,3.06000000,-25.27000000,0.01700000,-0.08400000,0.07199000,2400,30600,-252700,1700,-8400,7199
463,1.856751550,0.000000,464,8598,0,0.18000000,3.00000000,-25.10000000,0.02100000,-0.08300000,0.07100000,1800,30000,-251000,2100,-8300,7100
464,1.860736033,0.000000,465,8602,0,0.23000000,3.03000000,-25.12000000,0.01600000,-0.08700000,0.07400000,2300,30300,-251200,1600,-8700,7400
465,1.864782111,0.000000,466,8606,0,0.22000000,3.02000000,-25.02000000,0.01700000,-0.08900000,0.07400000,2200,30200,-250200,1700,-8900,7400
466,1.868714497,0.000000,467,8610,0,0.19000000,3.03000000,-25.07000000,0.01799000,-0.08800000,0.07400000,1900,30300,-250700,1799,-8800,7400
467,1.872773359,0.000000,468,8614,0,0.19000000,3.03000000,-25.18000000,0.02000000,-0.08700000,0.07400000,1900,30300,-251800,2000,-8700,7400
468,1.876705084,0.000000,469,8618,0,0.16000000,3.02000000,-25.17000000,0.02100000,-0.08400000,0.07199000,1600,30200,-251700,2100,-8400,7199
469,1.880752975,0.000000,470,8622,0,0.20000000,3.04000000,-25.31000000,0.02200000,-0.08400000,0.07199000,2000,30400,-253100,2200,-8400,7199
470,1.884719164,0.000000,471,8626,0,0.17000000,3.04000000,-25.41000000,0.02500000,-0.07900000,0.06900000,1700,30400,-254100,2500,-7900,6900
471,1.888758430,0.000000,472,8630,0,0.15000000,3.02000000,-25.30000000,0.02400000,-0.07900000,0.07000000,1500,30200,-253000,2400,-7900,7000
472,1.892719429,0.000000,473,8634,0,0.16000000,3.01000000,-25.41000000,0.02500000,-0.07800000,0.07000000,1600,30100,-254100,2500,-7800,7000
473,1.896778241,0.000000,474,8638,0,0.20000000,3.01000000,-25.32000000,0.02100000,-0.08300000,0.07199000,2000,30100,-253200,2100,-8300,7199
474,1.900716147,0.000000,475,8642,0,0.17000000,3.01000000,-25.49000000,0.02400000,-0.08000000,0.07100000,1700,30100,-254900,2400,-8000,7100
475,1.904753178,0.000000,476,8646,0,0.20000000,3.02000000,-25.45000000,0.02200000,-0.08300000,0.07199000,2000,30200,-254500,2200,-8300,7199
476,1.908708948,0.000000,477,8650,0,0.15000000,3.01000000,-25.32000000,0.02500000,-0.08000000,0.07100000,1500,30100,-253200,2500,-8000,7100
477,1.912776636,0.000000,478,8654,0,0.07000000,2.99000000,-25.31000000,0.03200000,-0.07199000,0.06700000,700,29900,-253100,3200,-7199,6700
478,1.916707529,0.000000,479,8658,0,0.11000000,2.99000000,-25.33000000,0.02900000,-0.07500000,0.06800000,1100,29900,-253300,2900,-7500,6800
479,1.920805915,0.000000,480,8662,0,0.13000000,3.00000000,-25.26000000,0.02600000,-0.07700000,0.06900000,1300,30000,-252600,2600,-7700,6900
480,1.924714937,0.000000,481,8666,0,0.11000000,2.99000000,-25.27000000,0.02900000,-0.07400000,0.06900000,1100,29900,-252700,2900,-7400,6900
481,1.928765564,0.000000,482,8670,0,0.15000000,3.01000000,-25.39000000,0.02900000,-0.07500000,0.06900000,1500,30100,-253900,2900,-7500,6900
482,1.932714671,0.000000,483,8674,0,0.18000000,3.01000000,-25.39000000,0.02600000,-0.07900000,0.07000000,1800,30100,-253900,2600,-7900,7000
483,1.936757504,0.000000,484,8678,0,0.20000000,3.02000000,-25.37990000,0.02600000,-0.08000000,0.07000000,2000,30200,-253799,2600,-8000,7000
484,1.940728501,0.000000,485,8682,0,0.19000000,3.03000000,-25.28000000,0.02400000,-0.08100000,0.07100000,1900,30300,-252800,2400,-8100,7100
485,1.944760343,0.000000,486,8686,0,0.19000000,3.02000000,-25.35000000,0.02300000,-0.08000000,0.07000000,1900,30200,-253500,2300,-8000,7000
486,1.948724448,0.000000,487,8690,0,0.19000000,3.02000000,-25.27000000,0.02200000,-0.08300000,0.07100000,1900,30200,-252700,2200,-8300,7100
487,1.952769875,0.000000,488,8694,0,0.25000000,3.04000000,-25.29000000,0.01799000,-0.08700000,0.07300000,2500,30400,-252900,1799,-8700,7300
488,1.956912424,0.000000,489,8698,0,0.25000000,3.05000000,-25.43000000,0.01899000,-0.08400000,0.07199000,2500,30500,-254300,1899,-8400,7199
489,1.960908509,0.000000,490,8702,0,0.19000000,3.04000000,-25.29000000,0.02200000,-0.08200000,0.07199000,1900,30400,-252900,2200,-8200,7199
490,1.964915614,0.000000,491,8706,0,0.19000000,3.07000000,-25.39000000,0.02100000,-0.08300000,0.07199000,1900,30700,-253900,2100,-8300,7199
491,1.968885500,0.000000,492,8710,0,0.23000000,3.06000000,-25.29000000,0.01700000,-0.08700000,0.07400000,2300,30600,-252900,1700,-8700,7400
492,1.972792668,0.000000,493,8714,0,0.21000000,3.06000000,-25.24000000,0.01500000,-0.08700000,0.07500000,2100,30600,-252400,1500,-8700,7500
493,1.976785737,0.000000,494,8718,0,0.22000000,3.04000000,-25.35000000,0.01899000,-0.08500000,0.07300000,2200,30400,-253500,1899,-8500,7300
494,1.980739593,0.000000,495,8722,0,0.25000000,3.05000000,-25.43000000,0.01799000,-0.08700000,0.07400000,2500,30500,-254300,1799,-8700,7400
495,1.984759112,0.000000,496,8726,0,0.23000000,3.06000000,-25.37000000,0.02000000,-0.08600000,0.07300000,2300,30600,-253700,2000,-8600,7300
496,1.988750248,0.000000,497,8730,0,0.24000000,3.08000000,-25.17000000,0.01600000,-0.08900000,0.07500000,2400,30800,-251700,1600,-8900,7500
497,1.992756251,0.000000,498,8734,0,0.22000000,3.08000000,-25.24000000,0.02000000,-0.08500000,0.07300000,2200,30800,-252400,2000,-8500,7300
498,1.996755441,0.000000,499,8738,0,0.19000000,3.06000000,-25.41000000,0.02300000,-0.08200000,0.07100000,1900,30600,-254100,2300,-8200,7100
499,2.000764440,0.000000,500,8742,0,0.13000000,3.02000000,-25.20000000,0.02500000,-0.08000000,0.07000000,1300,30200,-252000,2500,-8000,7000
500,2.004763871,0.000000,501,8746,0,0.21000000,3.05000000,-25.23000000,0.01799000,-0.08600000,0.07300000,2100,30500,-252300,1799,-8600,7300
501,2.008801714,0.000000,502,8750,0,0.15000000,3.02000000,-25.22000000,0.02200000,-0.08200000,0.07199000,1500,30200,-252200,2200,-8200,7199
502,2.012769597,0.000000,503,8754,0,0.15000000,3.02000000,-25.05000000,0.02100000,-0.08400000,0.07199000,1500,30200,-250500,2100,-8400,7199
503,2.016798423,0.000000,504,8758,0,0.19000000,3.02000000,-25.12000000,0.01799000,-0.08700000,0.07400000,1900,30200,-251200,1799,-8700,7400
504,2.020812982,0.000000,505,8762,0,0.24000000,3.04000000,-25.12000000,0.01400000,-0.09100000,0.07599000,2400,30400,-251200,1400,-9100,7599
505,2.024800671,0.000000,506,8766,0,0.23000000,3.04000000,-25.17000000,0.01700000,-0.09000000,0.07500000,2300,30400,-251700,1700,-9000,7500
506,2.028791927,0.000000,507,8770,0,0.23000000,3.02000000,-25.31000000,0.01899000,-0.08700000,0.07400000,2300,30200,-253100,1899,-8700,7400
507,2.032799012,0.000000,508,8774,0,0.25000000,3.03000000,-25.20990000,0.01700000,-0.08800000,0.07500000,2500,30300,-252099,1700,-8800,7500
508,2.036809203,0.000000,509,8778,0,0.24000000,3.01000000,-25.32000000,0.02000000,-0.08400000,0.07300000,2400,30100,-253200,2000,-8400,7300
509,2.040798245,0.000000,510,8782,0,0.23000000,3.03000000,-25.26000000,0.01700000,-0.08700000,0.07400000,2300,30300,-252600,1700,-8700,7400
510,2.044797826,0.000000,511,8786,0,0.20000000,3.00000000,-25.12990000,0.01799000,-0.08400000,0.07300000,2000,30000,-251299,1799,-8400,7300
511,2.048798930,0.000000,512,8790,0,0.16000000,2.99000000,-25.22000000,0.02300000,-0.07900000,0.07000000,1600,29900,-252200,2300,-7900,7000
512,2.052804673,0.000000,513,8794,0,0.16000000,2.99000000,-25.31000000,0.02500000,-0.08000000,0.07100000,1600,29900,-253100,2500,-8000,7100
513,2.056799716,0.000000,514,8798,0,0.20000000,3.03000000,-25.19000000,0.01799000,-0.08500000,0.07500000,2000,30300,-251900,1799,-8500,7500
514,2.060806691,0.000000,515,8802,0,0.23000000,3.05000000,-25.26000000,0.01500000,-0.08600000,0.07500000,2300,30500,-252600,1500,-8600,7500
515,2.064822433,0.000000,516,8806,0,0.19000000,3.02000000,-25.22000000,0.02100000,-0.08300000,0.07300000,1900,30200,-252200,2100,-8300,7300
516,2.068839728,0.000000,517,8810,0,0.17000000,2.98000000,-25.29000000,0.02500000,-0.07900000,0.07000000,1700,29800,-252900,2500,-7900,7000
517,2.072826054,0.000000,518,8814,0,0.19000000,3.04000000,-25.31000000,0.02000000,-0.08100000,0.07199000,1900,30400,-253100,2000,-8100,7199
518,2.076822299,0.000000,519,8818,0,0.17000000,3.02000000,-25.45000000,0.02500000,-0.07700000,0.06900000,1700,30200,-254500,2500,-7700,6900
519,2.080834324,0.000000,520,8822,0,0.18000000,3.03000000,-25.45990000,0.02400000,-0.07800000,0.06900000,1800,30300,-254599,2400,-7800,6900
520,2.084826802,0.000000,521,8826,0,0.23000000,3.08000000,-25.26000000,0.01700000,-0.08500000,0.07300000,2300,30800,-252600,1700,-8500,7300
521,2.088843255,0.000000,522,8830,0,0.21000000,3.05000000,-25.20990000,0.01899000,-0.08500000,0.07199000,2100,30500,-252099,1899,-8500,7199
522,2.092843387,0.000000,523,8834,0,0.21000000,3.05000000,-25.12990000,0.01700000,-0.08600000,0.07300000,2100,30500,-251299,1700,-8600,7300
523,2.096858488,0.000000,524,8838,0,0.24000000,3.04000000,-25.18000000,0.01799000,-0.08800000,0.07400000,2400,30400,-251800,1799,-8800,7400
524,2.100840275,0.000000,525,8842,0,0.19000000,3.02000000,-25.28000000,0.02100000,-0.08400000,0.07199000,1900,30200,-252800,2100,-8400,7199
525,2.104857439,0.000000,526,8846,0,0.24000000,3.05000000,-25.28000000,0.01700000,-0.08700000,0.07300000,2400,30500,-252800,1700,-8700,7300
526,2.108855718,0.000000,527,8850,0,0.21000000,3.05000000,-25.45000000,0.02400000,-0.08000000,0.07000000,2100,30500,-254500,2400,-8000,7000
